190,P. Hofmann 23/24,Bochum,31,0.279,0.893,0.272,0.385,0.84,0.279,0.123,1723
191,A. Belotti 23/24,Fiorentina,30,0.261,0.699,0.243,0.187,0.049,0.756,0.54,1716
192,Richarlison 23/24,Tottenham,27,0.519,0.353,0.908,0.784,0.653,0.53,0.643,1714
193,Á. Correa 23/24,Atlético Madrid,29,0.858,0.265,0.731,0.611,0.763,0.957,0.865,1704
194,B. Šeško 23/24,RB Leipzig,20,0.424,0.996,0.982,0.639,0.137,0.056,0.515,1680
195,N. Maupay 23/24,Brentford,27,0.667,0.081,0.515,0.547,0.491,0.611,0.279,1680
196,I. Toney 23/24,Brentford,28,0.512,0.554,0.272,0.515,0.901,0.388,0.657,1670
197,V. Boniface 23/24,Bayer Leverkusen,23,0.795,0.816,0.869,0.989,0.501,0.904,0.95,1665
198,Gabriel Jesus 23/24,Arsenal,27,0.837,0.208,0.272,0.575,0.243,0.823,0.943,1660
199,K. Onisiwo 23/24,Mainz 05,32,0.141,0.318,0.017,0.045,0.579,0.279,0.763,1652
200,M. Terrier 23/24,Rennes,27,0.879,0.724,0.646,0.318,0.689,0.643,0.515,1646
201,F. Magri 23/24,Toulouse,24,0.409,0.519,0.441,0.141,0.183,0.279,0.59,1621
202,S. Nicholson 23/24,Clermont,27,0.565,0.657,0.169,0.441,0.674,0.279,0.399,1619
203,E. Adebayo 23/24,Luton Town,26,0.113,0.812,0.897,0.473,0.159,0.056,0.36,1614
204,R. Piccoli 23/24,Lecce,23,0.226,0.462,0.272,0.515,0.123,0.116,0.54,1612
205,J. Thielmann 23/24,Köln,22,0.759,0.374,0.031,0.081,0.876,0.176,0.706,1611
206,M. Röhl 23/24,Freiburg,21,0.784,0.71,0.091,0.031,0.922,0.643,0.678,1606
207,Kike García 23/24,Deportivo Alavés,34,0.13,0.66,0.169,0.833,0.646,0.459,0.597,1601
208,J. Siebatcheu 23/24,Borussia M'gladbach,28,0.07,0.855,0.441,0.639,0.356,0.279,0.014,1600
209,M. Pieringer 23/24,Heidenheim,24,0.484,0.954,0.169,0.056,0.763,0.176,0.335,1575
210,Gonçalo Ramos 23/24,PSG,22,0.84,0.975,0.908,0.89,0.314,0.459,0.325,1561
211,E. Ferguson 23/24,Brighton,19,0.448,0.858,0.572,0.339,0.257,0.056,0.243,1558
212,R. Jiménez 23/24,Fulham,33,0.628,0.643,0.699,0.473,0.643,0.116,0.3,1554
213,R. Hack 23/24,Borussia M'gladbach,25,0.929,0.625,0.915,0.166,0.763,0.851,0.819,1538
214,Raul García 23/24,Osasuna,23,0.307,0.363,0.572,0.515,0.448,0.176,0.159,1537
215,L. Ajorque 23/24,Mainz 05,30,0.59,0.717,0.095,0.254,0.667,0.176,0,1529
216,J. Burkardt 23/24,Mainz 05,23,0.664,0.045,0.699,0.473,0.734,0.388,0.607,1527
217,G. Scamacca 23/24,Atalanta,25,0.805,0.742,0.961,0.749,0.95,0.904,0.805,1527
218,K. Volland 23/24,Union Berlin,31,0.667,0.448,0.031,0.296,0.904,0.53,0.628,1520
219,R. Khadra 23/24,Reims,22,0.738,0.007,0.031,0.021,0.48,0.936,0.918,1514
220,M. Bayo 23/24,Le Havre,25,0.501,0.586,0.212,0.816,0.282,0.116,0.438,1507
221,K. Gameiro 23/24,Strasbourg,37,0.915,0.162,0.095,0.166,0.865,0.823,0.063,1487
222,Roger Martí 23/24,Cádiz,33,0.54,0.183,0.095,0.208,0.865,0.459,0.137,1485
223,B. Hollerbach 23/24,Union Berlin,23,0.533,0.257,0.48,0.056,0.823,0.388,0.922,1484
224,O. McBurnie 23/24,Sheffield United,27,0.328,0.823,0.349,0.664,0.777,0.703,0.392,1464
225,L. Colombo 23/24,Monza,22,0.282,0.127,0.349,0.166,0.219,0.279,0.462,1462
226,Abdón Prats 23/24,Mallorca,31,0.088,0.402,0.618,0.141,0.219,0.459,0.187,1460
227,O. Vilhelmsson 23/24,Darmstadt 98,20,0.007,0.466,0.349,0.091,0.07,0.176,0.229,1440
228,T. Noslin 23/24,Hellas Verona,24,0.402,0.53,0.494,0.187,0.282,0.459,0.6,1435
229,Raúl de Tomás 23/24,Rayo Vallecano,29,0.392,0.427,0,0.166,0.349,0.056,0.31,1397
230,M. Broschinski 23/24,Bochum,23,0.134,0.261,0.109,0.056,0.137,0.643,0.25,1396
231,R. Kolo Muani 23/24,PSG,25,0.802,0.908,0.664,0.473,0.572,0.787,0.72,1394
232,Ferrán Torres 23/24,Barcelona,24,0.936,0.554,0.773,0.367,0.83,0.787,0.664,1393
233,B. Aaronson 23/24,Union Berlin,23,0.848,0.229,0.109,0.024,0.837,0.703,0.763,1391
234,D. Selke 23/24,Köln,29,0.053,0.869,0.664,0.473,0.06,0.014,0.035,1370
235,F. Caputo 23/24,Empoli,36,0.151,0.162,0.109,0.367,0.06,0.056,0.035,1368
236,M. Gómez 23/24,Cádiz,27,0.077,0.766,0,0.007,0.381,0.176,0.024,1351
237,G. Lapadula 23/24,Cagliari,34,0.042,0.19,0.109,0.385,0.01,0.279,0.127,1341
238,C. Ekuban 23/24,Genoa,30,0.31,0.731,0.441,0.296,0.219,0.176,0.455,1287
239,A. Miranchuk 23/24,Atalanta,28,0.982,0.137,0.243,0.473,0.996,1,0.961,1285
240,Y. Poulsen 23/24,RB Leipzig,29,0.438,0.406,0.572,0.664,0.282,0.643,0.491,1275
241,Diogo Jota 23/24,Liverpool,27,0.901,0.3,0.961,0.784,0.773,0.925,0.819,1273
242,N. Woltemade 23/24,Werder Bremen,22,0.734,0.395,0.13,0.056,0.936,0.53,0.54,1272
243,E. Nketiah 23/24,Arsenal,24,0.335,0.487,0.593,0.575,0.038,0.014,0.473,1263
244,B. Dia 23/24,Salernitana,27,0.547,0.038,0.272,0.275,0.597,0.014,0.487,1248
245,U. Sadiq 23/24,Real Sociedad,27,0.035,0.219,0.272,0.187,0.19,0.53,0.628,1242
246,E. Kroupi 23/24,Lorient,17,0.689,0.148,0.593,0.208,0.088,0.459,0.307,1234
247,B. Brereton Díaz 23/24,Sheffield United,25,0.66,0.148,0.618,0.833,0.84,0.279,0.568,1231
248,José Luis Morales 23/24,Villarreal,36,0.459,0.053,0.851,0.441,0.268,0.176,0.282,1219
249,A. Ayew 23/24,Le Havre,34,0.371,0.484,0.618,0.385,0.547,0.279,0.636,1208
250,T. Kadewere 23/24,Nantes,28,0.643,0.865,0.042,0.106,0.784,0.756,0.18,1207
251,M. Bamba 23/24,Lorient,22,0.445,0.614,0.858,0.763,0.219,0.787,0.462,1198
252,C. Ikwuemesi 23/24,Salernitana,22,0.045,0.173,0.045,0.024,0.282,0.279,0.053,1190
253,C. Wilson 23/24,Newcastle United,32,0.201,0.279,0.869,0.982,0.427,0.176,0.618,1164
254,Beto 23/24,Everton,26,0.031,0.706,0.314,0.727,0.19,0.014,0.554,1161
255,G. Kyei 23/24,Clermont,28,0.459,0.667,0.045,0.473,0.618,0.116,0.247,1160
256,T. Awoniyi 23/24,Nottingham Forest,26,0.137,0.201,0.805,0.575,0.081,0.056,0.155,1159
257,Tiago Tomás 23/24,Wolfsburg,21,0.724,0.787,0.045,0.166,0.681,0.279,0.883,1148
258,P. Schick 23/24,Bayer Leverkusen,28,0.618,0.968,0.805,0.855,0.155,0.703,0.166,1148
259,W. Saïd 23/24,Lens,29,0.713,0.427,0.89,0.727,0.628,0.459,0.848,1147
260,M. Abline 23/24,Nantes,21,0.572,0.25,0.664,0.296,0.332,0.53,0.812,1144
261,F. Bonazzoli 23/24,Hellas Verona,27,0.819,0.734,0.332,0.166,0.833,0.056,0.106,1132
262,Isaac Romero 23/24,Sevilla,24,0.434,0.674,0.515,0.939,0.395,0.851,0.742,1120
263,T. Douvikas 23/24,Celta de Vigo,24,0.113,0.943,0.901,0.296,0.512,0.459,0.378,1111
